record_id,animal_type,date,time,location_x,location_y,movement_speed_mps,activity,temperature_c,is_near_water,steps_taken
30713,Wolf,2027-07-03,16:00:00,385.8811,101.2474,1.984,Exploring,28.31,False,312
30714,Monkey,2027-07-03,17:00:00,943.0881,256.6548,0.361,Resting,13.74,False,333
30715,Bear,2027-07-03,18:00:00,82.5731,263.578,9.117,Chasing,13.55,True,494
30716,Monkey,2027-07-03,19:00:00,39.9684,622.8338,7.968,Drinking,37.56,False,355
30717,Monkey,2027-07-03,20:00:00,124.3083,918.436,6.337,Exploring,19.58,True,745
30718,Tiger,2027-07-03,21:00:00,782.4448,296.8174,2.023,Resting,21.98,True,793
30719,Bear,2027-07-03,22:00:00,922.7697,425.2438,2.397,Walking,24.96,False,253
30720,Rabbit,2027-07-03,23:00:00,822.4766,390.0209,7.482,Exploring,33.02,True,494
30721,Leopard,2027-07-04,00:00:00,717.832,380.3386,11.987,Chasing,23.94,True,203
30722,Wolf,2027-07-04,01:00:00,57.5847,576.2855,1.614,Exploring,12.23,True,502
30723,Monkey,2027-07-04,02:00:00,213.8116,673.2646,11.295,Walking,26.14,False,532
30724,Bear,2027-07-04,03:00:00,935.3791,397.9399,11.242,Exploring,29.33,True,444
30725,Bear,2027-07-04,04:00:00,622.7931,806.5352,10.509,Hiding,34.83,False,591
30726,Monkey,2027-07-04,05:00:00,468.3242,587.9842,6.434,Hiding,22.86,True,562
30727,Deer,2027-07-04,06:00:00,652.3121,271.7405,5.523,Drinking,26.02,False,560
30728,Bear,2027-07-04,07:00:00,178.5938,371.5856,0.837,Walking,14.01,True,299
30729,Fox,2027-07-04,08:00:00,892.869,963.7149,0.821,Eating,33.0,False,506
30730,Wolf,2027-07-04,09:00:00,656.3036,602.5743,2.307,Walking,11.23,False,728
30731,Wolf,2027-07-04,10:00:00,471.2445,500.7333,5.802,Chasing,23.61,True,525
30732,Boar,2027-07-04,11:00:00,457.3756,247.0831,5.554,Resting,35.62,True,85
30733,Monkey,2027-07-04,12:00:00,822.3775,533.0665,4.037,Hiding,31.87,True,223
30734,Wolf,2027-07-04,13:00:00,307.8685,81.5717,8.867,Exploring,29.19,False,216
30735,Deer,2027-07-04,14:00:00,137.1318,400.0958,0.878,Exploring,32.85,False,214
30736,Rabbit,2027-07-04,15:00:00,185.6695,866.4442,10.108,Walking,20.6,False,795
30737,Monkey,2027-07-04,16:00:00,81.136,431.9089,0.345,Chasing,15.08,True,758
30738,Leopard,2027-07-04,17:00:00,507.8629,841.8784,11.085,Chasing,27.61,False,439
30739,Monkey,2027-07-04,18:00:00,677.2582,40.0107,8.95,Chasing,38.38,True,462
30740,Rabbit,2027-07-04,19:00:00,933.9852,138.5517,7.554,Eating,33.36,True,180
30741,Boar,2027-07-04,20:00:00,750.815,733.5423,1.864,Drinking,25.77,True,480
30742,Elephant,2027-07-04,21:00:00,583.1107,744.3945,3.705,Chasing,34.52,False,653
30743,Monkey,2027-07-04,22:00:00,863.9539,645.9381,5.869,Running,13.9,False,221
30744,Fox,2027-07-04,23:00:00,892.2131,921.3174,9.192,Running,39.92,True,219
30745,Bear,2027-07-05,00:00:00,712.3856,527.8841,2.475,Eating,15.12,True,202
30746,Tiger,2027-07-05,01:00:00,56.2846,726.6755,10.028,Hiding,27.33,True,196
30747,Fox,2027-07-05,02:00:00,291.7623,271.6413,9.612,Running,27.32,True,468
30748,Rabbit,2027-07-05,03:00:00,336.186,614.2396,7.436,Walking,28.37,True,582
30749,Deer,2027-07-05,04:00:00,997.3814,773.4847,8.15,Walking,34.1,True,774
30750,Leopard,2027-07-05,05:00:00,464.1626,697.5679,2.573,Eating,34.45,False,595
30751,Rabbit,2027-07-05,06:00:00,761.8852,808.8716,3.33,Hiding,26.15,True,394
30752,Tiger,2027-07-05,07:00:00,813.7973,403.0931,8.383,Walking,38.66,True,187
30753,Rabbit,2027-07-05,08:00:00,653.2601,282.6708,0.694,Hiding,29.44,True,127
30754,Bear,2027-07-05,09:00:00,18.2765,275.5504,5.769,Running,23.81,False,737
30755,Tiger,2027-07-05,10:00:00,19.3495,803.9897,5.81,Drinking,38.78,False,727
30756,Bear,2027-07-05,11:00:00,818.7779,854.0861,3.9,Running,33.74,True,730
30757,Leopard,2027-07-05,12:00:00,739.24,208.2582,5.149,Hiding,18.77,False,607
30758,Wolf,2027-07-05,13:00:00,536.1165,371.8967,11.294,Drinking,25.33,True,36
30759,Tiger,2027-07-05,14:00:00,248.8657,920.4647,10.618,Eating,13.13,False,125
30760,Elephant,2027-07-05,15:00:00,86.7137,13.7986,2.788,Walking,31.3,False,98
30761,Rabbit,2027-07-05,16:00:00,164.2684,347.6128,11.568,Running,14.49,True,665
30762,Fox,2027-07-05,17:00:00,580.3238,613.7842,6.611,Eating,23.57,False,364
30763,Rabbit,2027-07-05,18:00:00,545.8266,147.0893,1.032,Chasing,39.28,True,72
30764,Leopard,2027-07-05,19:00:00,941.2669,685.361,5.605,Chasing,39.24,True,497
30765,Leopard,2027-07-05,20:00:00,957.2767,292.4842,4.778,Drinking,13.91,True,60
30766,Bear,2027-07-05,21:00:00,576.0068,942.8124,11.487,Hiding,13.12,True,672
30767,Leopard,2027-07-05,22:00:00,841.4326,74.579,8.366,Drinking,10.01,True,527
30768,Tiger,2027-07-05,23:00:00,812.2495,866.7236,9.372,Chasing,13.94,True,43
30769,Fox,2027-07-06,00:00:00,752.3766,600.8513,8.102,Chasing,21.46,True,29
30770,Leopard,2027-07-06,01:00:00,437.338,619.2026,4.722,Hiding,34.2,True,757
30771,Monkey,2027-07-06,02:00:00,389.4063,15.8392,1.683,Running,13.88,False,678
30772,Monkey,2027-07-06,03:00:00,264.134,905.9092,5.652,Drinking,17.52,True,375
30773,Bear,2027-07-06,04:00:00,937.095,849.4246,4.372,Exploring,39.32,False,624
30774,Leopard,2027-07-06,05:00:00,834.4253,448.5745,0.801,Exploring,10.94,True,310
30775,Leopard,2027-07-06,06:00:00,177.1158,484.7278,4.613,Resting,31.42,True,495
30776,Elephant,2027-07-06,07:00:00,252.4631,290.4481,6.614,Exploring,32.96,False,23
30777,Fox,2027-07-06,08:00:00,581.3276,329.0949,6.834,Exploring,17.89,False,99
30778,Leopard,2027-07-06,09:00:00,413.5998,477.2973,11.943,Eating,18.04,True,272
30779,Elephant,2027-07-06,10:00:00,213.8976,78.4229,4.589,Exploring,30.43,True,338
30780,Bear,2027-07-06,11:00:00,791.1566,77.961,3.693,Walking,23.82,False,442
30781,Rabbit,2027-07-06,12:00:00,1.5531,816.5403,7.345,Hiding,15.61,False,163
30782,Elephant,2027-07-06,13:00:00,343.2765,377.6806,8.146,Resting,16.18,True,241
30783,Monkey,2027-07-06,14:00:00,929.3499,979.6142,0.655,Walking,24.77,True,664
30784,Monkey,2027-07-06,15:00:00,760.768,87.2179,0.486,Running,12.62,True,429
30785,Tiger,2027-07-06,16:00:00,401.285,936.9914,3.093,Resting,31.19,True,340
30786,Elephant,2027-07-06,17:00:00,928.7284,650.2225,2.585,Chasing,12.07,False,531
30787,Fox,2027-07-06,18:00:00,900.8032,307.9143,10.754,Exploring,32.28,False,701
30788,Wolf,2027-07-06,19:00:00,52.5837,266.2049,10.845,Walking,22.84,True,762
30789,Rabbit,2027-07-06,20:00:00,127.9411,955.4571,7.189,Chasing,10.13,True,617
30790,Boar,2027-07-06,21:00:00,387.2303,339.0049,10.669,Eating,15.5,False,338
30791,Bear,2027-07-06,22:00:00,929.3977,526.2847,0.984,Exploring,18.24,False,186
30792,Leopard,2027-07-06,23:00:00,844.2052,954.8943,4.017,Exploring,22.93,True,412
30793,Rabbit,2027-07-07,00:00:00,47.7617,206.8858,3.267,Hiding,35.3,False,43
30794,Elephant,2027-07-07,01:00:00,512.3309,182.4062,1.153,Resting,28.33,False,605
30795,Fox,2027-07-07,02:00:00,720.2533,215.6037,6.969,Exploring,27.54,True,40
30796,Bear,2027-07-07,03:00:00,275.9227,235.747,6.957,Chasing,16.87,False,248
30797,Tiger,2027-07-07,04:00:00,722.5245,704.9918,5.61,Hiding,17.02,False,271
30798,Bear,2027-07-07,05:00:00,369.7255,172.4611,10.871,Eating,13.05,False,701
30799,Rabbit,2027-07-07,06:00:00,274.0565,40.0153,6.419,Walking,28.28,False,314
30800,Rabbit,2027-07-07,07:00:00,392.5648,719.6545,6.594,Resting,17.67,False,422
30801,Boar,2027-07-07,08:00:00,950.801,963.4762,0.03,Resting,16.71,False,46
30802,Wolf,2027-07-07,09:00:00,905.2944,545.4947,5.389,Resting,27.76,False,437
30803,Fox,2027-07-07,10:00:00,913.9513,363.5099,2.149,Hiding,21.28,True,71
30804,Tiger,2027-07-07,11:00:00,917.3791,30.923,6.214,Eating,20.12,False,130
30805,Deer,2027-07-07,12:00:00,178.2741,570.6005,7.324,Hiding,28.56,True,39
30806,Bear,2027-07-07,13:00:00,896.0614,327.884,8.284,Walking,12.53,True,523
30807,Wolf,2027-07-07,14:00:00,212.2764,649.852,8.152,Walking,20.89,True,396
30808,Fox,2027-07-07,15:00:00,838.1356,955.6312,3.384,Hiding,12.63,False,749
30809,Rabbit,2027-07-07,16:00:00,541.8989,22.4024,6.288,Running,20.4,False,519
30810,Monkey,2027-07-07,17:00:00,239.9623,690.7376,6.882,Walking,27.07,False,578
30811,Fox,2027-07-07,18:00:00,398.5204,673.0615,10.157,Hiding,27.61,True,415
30812,Bear,2027-07-07,19:00:00,433.3782,593.1856,3.735,Chasing,38.48,True,204
30813,Fox,2027-07-07,20:00:00,733.1713,727.2854,1.864,Drinking,37.59,True,241
30814,Boar,2027-07-07,21:00:00,606.0215,374.1715,7.973,Walking,26.86,False,122
30815,Boar,2027-07-07,22:00:00,816.7822,123.0377,9.154,Exploring,14.74,False,140
30816,Fox,2027-07-07,23:00:00,396.805,4.3895,11.541,Eating,21.9,False,205
30817,Boar,2027-07-08,00:00:00,743.5905,399.9629,5.594,Hiding,34.66,True,313
30818,Wolf,2027-07-08,01:00:00,792.8045,805.4605,8.842,Running,34.05,False,125
30819,Elephant,2027-07-08,02:00:00,63.1443,590.7972,6.054,Running,31.38,True,544
30820,Monkey,2027-07-08,03:00:00,375.6382,147.5754,1.612,Hiding,34.33,True,649
30821,Bear,2027-07-08,04:00:00,885.9895,318.3031,11.01,Hiding,32.02,False,671
30822,Bear,2027-07-08,05:00:00,704.9759,663.2318,7.506,Resting,13.47,False,174
30823,Bear,2027-07-08,06:00:00,418.4463,925.8011,0.37,Resting,10.35,True,247
30824,Monkey,2027-07-08,07:00:00,182.9743,858.8037,5.393,Chasing,30.44,True,539
30825,Bear,2027-07-08,08:00:00,96.6108,632.2175,2.77,Exploring,35.23,True,415
30826,Rabbit,2027-07-08,09:00:00,229.3508,218.4244,10.651,Eating,27.19,False,499
30827,Wolf,2027-07-08,10:00:00,244.6924,869.443,5.699,Walking,17.9,False,328
30828,Wolf,2027-07-08,11:00:00,370.6619,920.72,5.556,Drinking,20.47,False,615
30829,Bear,2027-07-08,12:00:00,176.9216,909.2544,3.807,Drinking,35.17,True,752
30830,Tiger,2027-07-08,13:00:00,146.0475,566.1751,0.536,Running,11.01,False,69
30831,Boar,2027-07-08,14:00:00,844.0068,871.2926,3.373,Exploring,10.51,True,371
30832,Leopard,2027-07-08,15:00:00,249.5382,793.1865,6.682,Exploring,27.35,True,251
30833,Rabbit,2027-07-08,16:00:00,561.6054,618.9842,3.92,Walking,27.79,False,596
30834,Fox,2027-07-08,17:00:00,199.2995,982.0824,0.662,Eating,27.16,True,233
30835,Rabbit,2027-07-08,18:00:00,491.7535,244.3172,9.402,Hiding,11.26,True,52
30836,Rabbit,2027-07-08,19:00:00,276.712,624.1456,6.683,Hiding,11.68,False,112
30837,Wolf,2027-07-08,20:00:00,86.7997,26.4538,2.297,Eating,29.12,False,312
30838,Bear,2027-07-08,21:00:00,982.1758,450.8599,6.627,Walking,35.99,True,40
30839,Boar,2027-07-08,22:00:00,457.8061,833.6416,8.308,Eating,18.5,True,48
30840,Tiger,2027-07-08,23:00:00,393.0474,235.0614,7.905,Exploring,11.6,True,71
30841,Monkey,2027-07-09,00:00:00,199.1221,751.6574,7.701,Eating,35.02,True,436
30842,Leopard,2027-07-09,01:00:00,495.3659,761.351,1.886,Resting,32.79,True,375
30843,Elephant,2027-07-09,02:00:00,635.219,634.6593,0.405,Drinking,11.46,False,682
30844,Fox,2027-07-09,03:00:00,304.6501,893.4676,1.817,Eating,21.42,True,86
30845,Rabbit,2027-07-09,04:00:00,480.4184,449.316,6.469,Running,20.38,True,82
30846,Tiger,2027-07-09,05:00:00,237.081,208.7807,6.837,Drinking,38.0,False,272
30847,Rabbit,2027-07-09,06:00:00,527.7131,651.5518,8.05,Resting,30.63,True,309
30848,Boar,2027-07-09,07:00:00,787.2145,948.6621,5.423,Hiding,23.72,True,676
30849,Rabbit,2027-07-09,08:00:00,60.2134,630.1105,11.413,Hiding,30.16,True,60
30850,Monkey,2027-07-09,09:00:00,517.839,878.653,5.096,Exploring,31.13,True,789
30851,Tiger,2027-07-09,10:00:00,399.3631,865.9905,6.117,Walking,30.37,False,151
30852,Bear,2027-07-09,11:00:00,74.0413,6.0356,6.85,Resting,33.13,True,66
30853,Bear,2027-07-09,12:00:00,940.5091,77.4014,7.862,Eating,22.89,False,173
30854,Fox,2027-07-09,13:00:00,259.843,552.2582,0.22,Chasing,23.79,False,630
30855,Wolf,2027-07-09,14:00:00,564.6115,855.5751,6.387,Hiding,18.12,False,505
30856,Leopard,2027-07-09,15:00:00,372.6203,383.5966,9.623,Walking,30.97,True,721
30857,Fox,2027-07-09,16:00:00,271.1327,888.8945,3.473,Walking,23.4,False,490
30858,Fox,2027-07-09,17:00:00,527.1807,352.1869,4.185,Resting,12.18,False,54
30859,Boar,2027-07-09,18:00:00,689.0286,416.8159,5.983,Chasing,15.54,False,247
30860,Elephant,2027-07-09,19:00:00,785.5352,323.6516,4.195,Chasing,36.68,True,165
30861,Deer,2027-07-09,20:00:00,633.9245,441.7959,2.107,Resting,23.08,False,327
30862,Elephant,2027-07-09,21:00:00,526.296,458.7707,7.537,Running,36.77,False,499
30863,Boar,2027-07-09,22:00:00,777.2616,480.7316,11.455,Exploring,35.67,True,685
30864,Tiger,2027-07-09,23:00:00,517.4559,285.7045,4.798,Exploring,31.25,False,783
30865,Boar,2027-07-10,00:00:00,974.2268,385.1218,5.797,Running,12.03,False,752
30866,Leopard,2027-07-10,01:00:00,526.7407,604.1864,0.925,Eating,29.42,True,661
30867,Boar,2027-07-10,02:00:00,317.2471,8.672,4.498,Hiding,17.12,True,309
30868,Fox,2027-07-10,03:00:00,446.362,547.3889,6.019,Running,30.6,True,584
30869,Elephant,2027-07-10,04:00:00,489.9901,18.3035,2.673,Hiding,12.15,True,184
30870,Wolf,2027-07-10,05:00:00,283.4861,607.2978,11.703,Running,36.91,False,532
30871,Wolf,2027-07-10,06:00:00,158.7428,378.5074,0.33,Running,29.83,True,577
30872,Fox,2027-07-10,07:00:00,431.3834,463.3673,10.39,Resting,34.95,True,728
30873,Elephant,2027-07-10,08:00:00,897.0328,810.3629,7.116,Walking,16.5,True,304
30874,Monkey,2027-07-10,09:00:00,255.5312,672.247,4.495,Exploring,21.31,False,109
30875,Elephant,2027-07-10,10:00:00,361.8187,930.2611,4.023,Running,18.46,True,326
30876,Elephant,2027-07-10,11:00:00,757.723,246.1787,0.513,Hiding,24.18,False,122
30877,Fox,2027-07-10,12:00:00,82.2733,397.4443,2.427,Chasing,15.97,True,621
30878,Boar,2027-07-10,13:00:00,825.0706,222.1944,5.736,Exploring,35.69,True,188
30879,Elephant,2027-07-10,14:00:00,720.2788,180.4882,10.175,Exploring,19.39,False,129
30880,Tiger,2027-07-10,15:00:00,549.7641,667.1203,9.614,Walking,20.1,True,627
30881,Monkey,2027-07-10,16:00:00,209.4788,657.2081,6.728,Walking,23.77,True,185
30882,Boar,2027-07-10,17:00:00,92.6786,491.8731,3.334,Hiding,32.86,False,431
30883,Deer,2027-07-10,18:00:00,231.7191,146.5154,4.614,Running,29.52,True,126
30884,Monkey,2027-07-10,19:00:00,761.4952,567.215,0.226,Resting,19.57,True,563
30885,Bear,2027-07-10,20:00:00,933.4946,509.1832,9.225,Walking,29.54,True,392
30886,Monkey,2027-07-10,21:00:00,737.8882,568.7056,10.476,Exploring,11.11,True,101
30887,Leopard,2027-07-10,22:00:00,527.617,448.7756,2.017,Chasing,28.87,False,704
30888,Fox,2027-07-10,23:00:00,950.6827,81.8702,9.937,Exploring,16.86,False,474
30889,Monkey,2027-07-11,00:00:00,828.5673,410.9285,8.271,Drinking,15.41,False,596
30890,Tiger,2027-07-11,01:00:00,655.8373,315.3626,11.318,Walking,22.45,False,727
30891,Bear,2027-07-11,02:00:00,37.9047,269.593,2.853,Eating,18.26,True,259
30892,Deer,2027-07-11,03:00:00,287.7335,662.6723,8.928,Resting,18.75,False,123
30893,Deer,2027-07-11,04:00:00,308.2101,670.6447,7.074,Resting,31.96,False,69
30894,Wolf,2027-07-11,05:00:00,347.2453,973.6405,11.625,Chasing,26.01,True,434
30895,Wolf,2027-07-11,06:00:00,389.3857,634.6563,8.311,Resting,30.1,True,319
30896,Rabbit,2027-07-11,07:00:00,939.3693,297.6582,5.741,Exploring,28.49,False,517
30897,Bear,2027-07-11,08:00:00,741.8724,533.7461,8.288,Hiding,13.41,False,324
30898,Tiger,2027-07-11,09:00:00,691.935,634.587,11.963,Chasing,13.42,True,393
30899,Fox,2027-07-11,10:00:00,426.515,410.4271,9.522,Hiding,21.79,True,238
30900,Tiger,2027-07-11,11:00:00,337.5496,638.0318,11.315,Exploring,15.43,False,685
30901,Rabbit,2027-07-11,12:00:00,119.5782,818.6402,11.56,Resting,10.79,False,134
30902,Tiger,2027-07-11,13:00:00,453.4955,630.8012,9.678,Exploring,22.55,False,291
30903,Fox,2027-07-11,14:00:00,205.3424,170.4103,2.575,Hiding,37.78,False,395
30904,Boar,2027-07-11,15:00:00,391.0104,323.7071,9.716,Resting,11.7,True,420
30905,Fox,2027-07-11,16:00:00,156.3913,963.2368,0.968,Chasing,13.82,False,411
30906,Leopard,2027-07-11,17:00:00,343.9959,361.8022,4.609,Hiding,19.63,True,266
30907,Monkey,2027-07-11,18:00:00,42.9794,830.179,11.736,Walking,27.79,False,84
30908,Deer,2027-07-11,19:00:00,6.0232,140.3048,6.112,Chasing,17.27,False,733
30909,Elephant,2027-07-11,20:00:00,869.9092,985.0929,6.367,Hiding,32.14,False,180
30910,Monkey,2027-07-11,21:00:00,641.2641,211.4121,8.73,Drinking,34.52,True,699
30911,Bear,2027-07-11,22:00:00,587.6667,961.373,3.574,Resting,27.45,True,240
30912,Monkey,2027-07-11,23:00:00,513.794,49.6936,0.539,Exploring,16.11,False,98
30913,Wolf,2027-07-12,00:00:00,726.7292,576.661,2.521,Hiding,24.77,True,69
30914,Wolf,2027-07-12,01:00:00,736.1656,178.6708,9.43,Chasing,14.97,False,763
30915,Tiger,2027-07-12,02:00:00,935.2514,645.4317,4.382,Chasing,27.16,False,615
30916,Deer,2027-07-12,03:00:00,244.4105,899.2431,1.499,Drinking,12.29,False,421
30917,Elephant,2027-07-12,04:00:00,785.1988,298.2021,7.605,Chasing,13.28,False,442
30918,Monkey,2027-07-12,05:00:00,991.1577,402.461,6.249,Eating,11.26,True,552
30919,Monkey,2027-07-12,06:00:00,29.0219,46.5511,5.371,Resting,39.02,False,104
30920,Deer,2027-07-12,07:00:00,373.9854,575.6854,2.778,Running,21.71,False,750
30921,Bear,2027-07-12,08:00:00,436.0359,603.3411,8.966,Chasing,31.96,False,331
30922,Wolf,2027-07-12,09:00:00,821.8323,617.9918,6.708,Hiding,38.94,True,759
30923,Fox,2027-07-12,10:00:00,13.7434,913.8524,11.798,Exploring,17.09,False,797
30924,Bear,2027-07-12,11:00:00,598.6195,92.5677,10.351,Drinking,18.63,True,53
30925,Leopard,2027-07-12,12:00:00,892.5788,471.1824,2.853,Walking,36.82,True,485
30926,Tiger,2027-07-12,13:00:00,147.6271,296.5035,6.386,Walking,19.91,False,333
30927,Deer,2027-07-12,14:00:00,115.5736,243.4586,6.35,Running,34.69,True,524
30928,Rabbit,2027-07-12,15:00:00,999.7864,336.1291,1.768,Drinking,14.19,True,378
30929,Bear,2027-07-12,16:00:00,825.9589,938.6259,9.748,Running,37.59,False,732
30930,Monkey,2027-07-12,17:00:00,697.4185,251.9183,4.033,Hiding,11.53,False,283
30931,Elephant,2027-07-12,18:00:00,398.9812,84.7247,1.699,Walking,11.6,False,282
30932,Leopard,2027-07-12,19:00:00,853.963,411.1022,2.899,Exploring,30.67,False,484
30933,Rabbit,2027-07-12,20:00:00,922.773,266.8498,11.669,Eating,25.68,False,146
30934,Wolf,2027-07-12,21:00:00,732.4085,290.7019,6.764,Hiding,24.09,False,366
30935,Leopard,2027-07-12,22:00:00,398.0948,452.8892,0.249,Hiding,33.62,False,187
30936,Elephant,2027-07-12,23:00:00,583.5371,815.3201,6.328,Resting,15.42,False,744
30937,Deer,2027-07-13,00:00:00,98.5173,835.2209,11.734,Eating,34.43,False,267
30938,Rabbit,2027-07-13,01:00:00,158.0205,483.3966,1.096,Exploring,11.68,True,149
30939,Wolf,2027-07-13,02:00:00,783.0373,838.0367,4.561,Running,18.05,False,318
30940,Monkey,2027-07-13,03:00:00,29.3155,165.8407,4.79,Resting,15.55,True,13
30941,Fox,2027-07-13,04:00:00,49.196,266.6426,1.813,Running,31.06,False,599
30942,Elephant,2027-07-13,05:00:00,508.0235,159.9287,5.12,Hiding,35.1,False,640
30943,Wolf,2027-07-13,06:00:00,170.5293,921.1056,1.302,Hiding,27.52,True,481
30944,Monkey,2027-07-13,07:00:00,293.7041,756.7056,8.338,Hiding,25.86,False,63
30945,Wolf,2027-07-13,08:00:00,398.8314,768.0881,11.138,Running,39.22,False,204
30946,Monkey,2027-07-13,09:00:00,522.2554,686.5978,4.96,Drinking,33.31,True,496
30947,Monkey,2027-07-13,10:00:00,283.5347,13.2394,11.702,Hiding,21.77,True,295
30948,Leopard,2027-07-13,11:00:00,483.5465,211.4796,6.677,Chasing,29.05,False,345
30949,Monkey,2027-07-13,12:00:00,370.6846,872.7649,0.411,Eating,30.81,True,343
30950,Boar,2027-07-13,13:00:00,81.0311,481.5754,2.001,Walking,10.58,False,620
30951,Boar,2027-07-13,14:00:00,867.1274,742.7391,1.222,Eating,25.15,True,74
30952,Tiger,2027-07-13,15:00:00,281.3659,217.2556,8.464,Eating,26.94,False,147
30953,Elephant,2027-07-13,16:00:00,609.3733,65.5179,8.775,Hiding,29.41,True,313
30954,Tiger,2027-07-13,17:00:00,569.8002,827.6025,4.782,Exploring,21.14,False,552
30955,Wolf,2027-07-13,18:00:00,199.1668,233.4595,9.964,Drinking,31.23,False,176
30956,Leopard,2027-07-13,19:00:00,29.9582,220.2616,10.529,Chasing,30.8,True,506
30957,Boar,2027-07-13,20:00:00,856.9314,399.9408,3.142,Exploring,11.84,True,604
30958,Deer,2027-07-13,21:00:00,497.6899,546.2123,10.223,Chasing,13.08,True,248
30959,Bear,2027-07-13,22:00:00,414.4675,627.2562,9.661,Walking,32.53,True,152
30960,Bear,2027-07-13,23:00:00,762.9105,925.007,4.911,Drinking,11.92,False,377
30961,Boar,2027-07-14,00:00:00,33.1589,756.5855,4.46,Walking,16.72,True,793
30962,Tiger,2027-07-14,01:00:00,765.2153,526.6774,11.726,Eating,21.75,True,282
30963,Monkey,2027-07-14,02:00:00,408.9145,144.1123,4.949,Resting,25.81,True,476
30964,Fox,2027-07-14,03:00:00,551.6237,136.4256,3.58,Running,31.92,True,236
30965,Elephant,2027-07-14,04:00:00,752.4392,130.6775,7.279,Exploring,15.52,False,67
30966,Elephant,2027-07-14,05:00:00,546.8106,986.6765,10.496,Resting,38.77,False,35
30967,Rabbit,2027-07-14,06:00:00,61.7722,812.0295,7.474,Eating,33.38,False,337
30968,Monkey,2027-07-14,07:00:00,728.6009,86.2353,10.659,Hiding,23.34,False,180
30969,Deer,2027-07-14,08:00:00,786.3416,304.051,9.618,Exploring,26.63,True,329
30970,Elephant,2027-07-14,09:00:00,461.8932,321.3263,10.681,Chasing,33.5,True,152
30971,Leopard,2027-07-14,10:00:00,439.0594,315.4218,9.34,Resting,19.16,True,531
30972,Deer,2027-07-14,11:00:00,251.9256,5.0429,7.219,Drinking,38.88,False,205
30973,Monkey,2027-07-14,12:00:00,644.1628,432.1538,0.683,Chasing,23.05,False,88
30974,Bear,2027-07-14,13:00:00,881.9885,857.0466,4.321,Walking,26.9,False,774
30975,Monkey,2027-07-14,14:00:00,655.9687,108.5205,0.601,Drinking,31.26,True,694
30976,Bear,2027-07-14,15:00:00,771.3249,63.6705,11.046,Hiding,14.99,True,653
30977,Boar,2027-07-14,16:00:00,837.4556,648.1796,11.345,Running,26.41,False,483
30978,Leopard,2027-07-14,17:00:00,226.1442,772.8792,1.84,Hiding,25.8,False,25
30979,Wolf,2027-07-14,18:00:00,402.1043,243.3856,7.485,Eating,15.16,True,469
30980,Fox,2027-07-14,19:00:00,435.9596,907.1693,9.905,Hiding,13.51,False,784
30981,Bear,2027-07-14,20:00:00,558.9004,682.0367,0.953,Eating,19.34,False,477
30982,Bear,2027-07-14,21:00:00,49.1821,476.8525,11.619,Running,14.08,False,775
30983,Bear,2027-07-14,22:00:00,588.4072,799.4254,7.325,Drinking,35.18,True,783
30984,Fox,2027-07-14,23:00:00,88.5215,323.8999,4.383,Running,10.69,True,450
30985,Bear,2027-07-15,00:00:00,806.5699,269.7798,6.749,Exploring,21.08,True,94
30986,Rabbit,2027-07-15,01:00:00,963.022,261.8881,6.785,Hiding,36.16,False,518
30987,Wolf,2027-07-15,02:00:00,289.759,183.845,1.408,Eating,33.21,False,504
30988,Wolf,2027-07-15,03:00:00,506.6151,878.2374,6.84,Resting,30.48,False,635
30989,Elephant,2027-07-15,04:00:00,823.1875,391.9625,8.049,Hiding,19.32,False,479
30990,Elephant,2027-07-15,05:00:00,314.654,874.0885,2.757,Running,27.62,True,558
30991,Rabbit,2027-07-15,06:00:00,157.7777,883.4876,0.348,Drinking,17.09,False,290
30992,Rabbit,2027-07-15,07:00:00,739.0625,131.2859,6.097,Chasing,38.39,True,710
30993,Bear,2027-07-15,08:00:00,698.3616,40.208,1.008,Running,21.89,True,594
30994,Leopard,2027-07-15,09:00:00,569.9455,968.4955,3.147,Resting,28.53,True,514
30995,Boar,2027-07-15,10:00:00,944.4368,211.1091,5.849,Chasing,33.19,True,350
30996,Rabbit,2027-07-15,11:00:00,955.1223,382.1585,0.576,Chasing,12.24,True,455
30997,Elephant,2027-07-15,12:00:00,861.5494,130.1505,10.991,Running,31.92,True,562
30998,Leopard,2027-07-15,13:00:00,293.0201,946.8418,4.353,Drinking,18.66,True,56
30999,Fox,2027-07-15,14:00:00,225.3659,91.2534,5.483,Hiding,13.13,True,633
31000,Deer,2027-07-15,15:00:00,835.7407,807.2404,6.707,Exploring,16.86,True,651
31001,Boar,2027-07-15,16:00:00,651.3609,860.938,6.147,Resting,21.59,False,620
31002,Rabbit,2027-07-15,17:00:00,396.126,923.6612,2.565,Walking,17.27,False,472
31003,Wolf,2027-07-15,18:00:00,409.7565,460.5165,1.762,Resting,34.31,False,350
31004,Elephant,2027-07-15,19:00:00,853.3322,562.2877,2.138,Exploring,29.73,True,607
31005,Tiger,2027-07-15,20:00:00,163.2473,508.2939,4.446,Exploring,20.65,True,295
31006,Elephant,2027-07-15,21:00:00,943.9734,538.5503,8.548,Walking,20.31,False,608
31007,Rabbit,2027-07-15,22:00:00,633.2153,241.8513,7.981,Walking,17.97,True,773
31008,Deer,2027-07-15,23:00:00,791.3577,577.1102,7.286,Chasing,16.15,False,260
31009,Bear,2027-07-16,00:00:00,370.8666,260.2889,1.992,Eating,25.23,False,710
